Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2025-08-03,Cats & Dogs,2001,https://boxd.it/aAa6a1,3.5,,,2016-08-03
2025-08-03,The Festival of Troubadours,2022,https://boxd.it/aAa6VL,1,Yes,,2025-08-03
2025-08-09,"sex, lies, and videotape",1989,https://boxd.it/aEQLwd,3.5,,,2025-08-09
2025-12-14,Leviathan,2014,https://boxd.it/c2AekZ,3.5,Yes,,2025-12-13
